Player,Squad,Pos,Age,Min,Gls,Ast,xG,xAG,Tkl,Int,Clr,Cmp%,PrgP,PrgC,PrgR_stats_possession,SoT,Sh,KP,Touches,attack_score,defend_score,passing_score,movement_score,role,cluster
Lorenzo Montipò,Hellas Verona,GK,28.0,3240,0,0,0.0,0.0,1,0,24,48.7,1,0,0,0,0,0,1170,0.0,38.0,6.870000000000001,117.0,GK,0
Mikey Moore,Tottenham,FW,16.0,366,0,1,0.2,0.3,2,1,4,69.8,9,12,40,0,3,3,142,15.4,12.0,33.379999999999995,112.2,FW,0
Álvaro Morata,Milan,"FW,MF",31.0,1099,5,0,3.9,0.8,16,5,5,75.4,26,18,63,10,27,7,383,82.8,49.5,72.44,191.3,MF,4
Morato,Nott'ham Forest,DF,23.0,907,0,0,0.2,0.0,22,10,78,77.0,19,1,1,1,2,0,457,4.9,181.0,45.7,49.2,DF,3
Diego Moreira,Strasbourg,"DF,MF",19.0,2568,2,7,2.0,7.3,44,35,65,77.5,87,99,245,8,25,30,1701,146.0,255.5,269.65,808.6,DF,5
Alberto Moreno,Como,DF,32.0,1727,0,0,0.4,1.2,25,14,40,82.5,81,23,58,6,14,19,1224,46.8,138.0,202.35,272.9,DF,3
Álex Moreno,Nott'ham Forest,"DF,MF",31.0,955,0,1,0.2,1.3,25,15,43,72.0,34,26,34,0,6,8,559,32.4,144.5,94.1,162.9,DF,3
Gerard Moreno,Villarreal,FW,32.0,721,3,2,4.2,3.6,7,2,8,77.0,53,19,60,9,23,17,404,72.9,30.0,156.0,188.9,FW,4
Matias Moreno,Fiorentina,DF,20.0,144,0,0,0.0,0.0,8,1,9,81.7,6,1,1,0,0,1,98,1.0,31.5,21.67,13.3,DF,0
Tete Morente,Lecce,"FW,MF",27.0,2021,3,2,2.9,1.6,27,14,31,74.8,102,48,144,13,41,25,983,123.3,128.5,259.78,458.3,MF,4
Mateu Morey,Mallorca,DF,24.0,741,0,0,0.4,0.3,22,15,32,77.2,17,17,32,1,3,4,502,22.3,122.0,48.62,139.7,DF,0
Ilaix Moriba,Celta Vigo,MF,21.0,2132,1,1,1.7,1.5,68,14,33,85.7,119,34,64,11,34,20,1305,90.9,213.5,284.07,309.5,MF,5
Manu Morlanes,Mallorca,MF,25.0,1338,0,0,0.6,0.3,43,24,16,88.9,88,16,39,1,11,10,845,29.7,158.0,200.79,186.5,MF,3
Nikola Moro,Bologna,MF,26.0,1208,0,2,0.5,0.8,35,13,18,80.2,93,17,21,2,14,20,923,35.0,123.0,232.42,159.8,MF,3
Raúl Moro,Valladolid,"MF,FW",21.0,2341,4,5,4.1,5.7,22,10,20,64.9,81,112,190,16,46,44,1050,202.2,94.0,266.59000000000003,653.0,MF,2
Sam Morsy,Ipswich Town,MF,32.0,2751,1,1,0.4,1.2,68,29,47,86.4,120,22,13,3,13,24,1683,43.3,264.5,291.24,227.3,MF,1
Cristhian Mosquera,Valencia,DF,20.0,3319,1,0,0.4,0.0,56,35,128,90.5,123,35,6,2,5,0,2367,46.8,374.0,255.05,301.20000000000005,DF,1
Daniel Mosquera,Hellas Verona,FW,24.0,1375,5,1,6.6,1.3,11,2,10,68.7,25,17,83,15,57,12,509,124.7,41.0,81.77000000000001,242.4,FW,4
Yerson Mosquera,Wolves,DF,23.0,441,0,0,0.3,0.1,11,10,14,85.4,7,0,0,0,2,2,294,2.6,63.0,25.84,29.4,DF,0
Dany Mota,Monza,"FW,MF",26.0,2104,5,2,5.1,1.8,13,9,27,72.4,47,53,139,11,42,22,820,136.7,84.5,145.64,439.5,MF,4
Yael Mouanga,Montpellier,DF,19.0,946,0,0,0.1,0.2,14,10,50,87.7,22,4,2,0,1,2,589,5.2,123.0,56.370000000000005,68.9,DF,0
Aimen Moueffek,Saint-Étienne,MF,23.0,1039,0,1,1.1,1.1,20,5,26,84.8,43,20,31,2,10,10,554,35.2,89.0,115.78,147.4,MF,3
Youssoufa Moukoko,Nice,"FW,MF",19.0,204,2,1,2.2,0.8,3,0,0,81.8,6,2,12,2,6,5,75,21.4,6.0,33.08,34.5,MF,0
Steve Mounié,Augsburg,"FW,MF",29.0,347,1,0,3.2,0.0,4,1,5,62.7,11,8,27,7,22,1,164,49.9,17.5,29.77,82.4,MF,0
Mason Mount,Manchester Utd,MF,25.0,622,1,0,3.2,0.6,15,4,4,81.8,33,15,41,9,20,8,339,57.9,44.0,87.98,138.4,MF,0
Santiago Mouriño,Alavés,DF,22.0,1849,0,1,0.9,0.9,43,29,120,78.0,46,14,1,3,13,7,952,33.3,324.0,116.0,118.2,DF,1
Louis Mouton,Saint-Étienne,MF,22.0,1045,0,1,1.3,1.3,49,10,19,80.2,54,18,51,3,19,16,703,44.1,146.5,146.92000000000002,199.3,MF,3
Mykhailo Mudryk,Chelsea,FW,23.0,151,0,0,0.3,1.0,2,0,1,66.7,5,7,12,1,1,2,62,10.1,5.5,22.67,40.7,FW,0
Ngal'Ayel Mukau,Lille,MF,19.0,1190,0,1,0.8,0.7,33,15,22,89.1,57,19,43,2,11,12,778,34.6,129.0,146.01,192.3,MF,3
Nordi Mukiele,Leverkusen,DF,26.0,899,1,0,1.4,1.0,20,16,37,80.4,36,20,28,3,7,9,725,37.3,127.5,96.54,158.5,DF,3
Florian Müller,Freiburg,GK,26.0,753,0,0,0.0,0.0,0,0,3,63.2,0,0,0,0,0,0,337,0.0,4.5,6.32,33.7,GK,0
Kevin Müller,Heidenheim,GK,33.0,2939,0,0,0.0,0.0,3,0,13,75.6,1,0,0,0,0,0,1393,0.0,25.5,9.56,139.3,GK,0
Marius Müller,Wolfsburg,GK,31.0,475,0,0,0.0,0.0,0,0,0,70.6,0,0,0,0,0,0,231,0.0,0.0,7.06,23.1,GK,0
Thomas Müller,Bayern Munich,"MF,FW",34.0,1225,1,4,3.8,2.9,8,2,14,75.0,50,24,143,11,30,35,763,81.1,41.0,180.7,398.3,MF,4
Abdul Mumin,Rayo Vallecano,DF,26.0,2017,2,1,0.6,0.2,37,23,125,82.9,40,12,6,3,10,1,1351,33.7,307.5,93.39,165.1,DF,1
Marshall Munetsi,Wolves,"MF,FW",28.0,1078,2,1,3.3,1.8,24,6,18,71.7,10,9,35,7,22,9,364,54.1,87.0,49.07,119.9,MF,0
Marshall Munetsi,Reims,MF,28.0,1692,4,2,4.0,2.0,36,17,35,68.5,26,8,48,10,32,19,594,75.0,158.5,99.35,167.4,MF,3
Rodrigo Muniz,Fulham,FW,23.0,964,8,1,5.8,0.7,10,5,14,64.8,27,6,31,19,39,7,311,109.1,51.0,76.08000000000001,102.1,FW,4
Aihen Muñoz,Real Sociedad,DF,26.0,1098,0,0,0.2,0.3,24,14,47,71.0,38,26,28,0,6,3,763,32.4,146.5,88.5,171.3,DF,3
Álex Muñoz,Las Palmas,DF,30.0,1415,3,0,0.9,0.5,39,16,69,79.7,45,15,53,5,9,7,974,42.3,213.5,109.97,225.9,DF,3
Daniel Muñoz,Crystal Palace,DF,28.0,3228,4,5,4.9,5.5,123,44,108,75.7,97,62,206,14,37,46,2010,141.8,496.0,302.07,706.0,DF,5
Iker Muñoz,Osasuna,MF,21.0,610,0,1,0.5,1.0,5,4,12,78.9,24,6,10,0,11,6,365,18.0,36.0,70.89,65.5,MF,0
Javier Muñoz,Las Palmas,"MF,DF",29.0,2588,1,3,1.3,2.5,45,31,39,77.9,108,36,91,6,25,29,1411,75.6,210.5,283.79,377.1,DF,5
Arijanet Muric,Ipswich Town,GK,25.0,1620,0,0,0.0,0.0,0,0,10,71.7,1,0,0,0,0,0,689,0.0,15.0,9.170000000000002,68.9,GK,0
Murillo,Nott'ham Forest,DF,22.0,3188,2,0,1.4,1.2,53,36,249,78.5,115,22,5,6,25,13,1918,64.8,551.5,260.95,234.8,DF,1
Vedat Muriqi,Mallorca,FW,30.0,2058,7,2,9.7,2.2,7,7,43,60.6,30,23,103,16,52,26,733,139.4,92.5,117.66,313.8,FW,4
Jacob Murphy,Newcastle Utd,FW,29.0,2360,8,12,5.7,8.9,28,13,35,68.5,83,79,231,15,43,42,1271,179.9,134.5,298.55,707.6,FW,2
Yunus Musah,Milan,"MF,FW",21.0,1571,0,2,1.9,1.8,27,7,9,87.2,84,51,74,5,22,23,888,84.3,81.5,222.62,313.3,MF,4
Jamal Musiala,Bayern Munich,MF,21.0,1798,12,2,9.3,4.5,36,8,5,82.6,107,71,156,31,68,41,1278,240.1,95.5,303.26,546.3,MF,2
Florent Muslija,Freiburg,"FW,MF",26.0,168,0,0,0.3,0.3,5,1,1,72.4,7,5,14,2,3,3,121,11.6,13.5,26.64,47.6,MF,0
Almoatasem Al Musrati,Monaco,MF,28.0,386,1,1,0.5,0.4,14,5,9,87.6,41,2,5,3,11,5,339,21.5,51.5,102.46,46.9,MF,0
Juan Musso,Atalanta,GK,30.0,90,0,0,0.0,0.0,0,0,0,51.5,0,0,0,0,0,0,35,0.0,0.0,5.15,3.5,GK,0
Juan Musso,Atlético Madrid,GK,30.0,180,0,0,0.0,0.0,0,0,0,85.0,0,0,0,0,0,0,61,0.0,0.0,8.5,6.1000000000000005,GK,0
Kingstone Mutandwa,Cagliari,"FW,MF",21.0,127,0,0,0.4,0.0,0,0,0,67.9,0,1,7,0,4,0,44,5.8,0.0,6.790000000000001,19.9,MF,0
Junior Mwanga,Le Havre,MF,21.0,952,1,2,1.3,1.0,26,8,18,82.2,42,15,15,3,16,7,555,41.1,95.0,111.72,108.0,MF,3
Junior Mwanga,Strasbourg,MF,21.0,296,0,0,0.0,0.0,17,2,2,90.5,10,2,2,0,0,1,177,2.0,41.0,30.55,24.7,MF,0
Phillipp Mwene,Mainz 05,DF,30.0,2607,1,4,1.5,1.9,51,24,51,75.0,106,62,144,4,21,22,1555,95.0,226.5,270.2,536.5,DF,5
Vitaliy Mykolenko,Everton,DF,25.0,3082,1,2,0.5,2.6,63,44,145,74.6,110,33,99,1,14,24,1678,52.5,431.5,277.26,415.3,DF,1
Joakim Mæhle,Wolfsburg,DF,27.0,2188,3,4,2.0,2.2,34,25,57,80.9,88,59,117,7,18,20,1464,100.5,203.5,232.69,468.9,DF,5
Obite N'Dicka,Roma,DF,24.0,3420,0,1,1.0,0.7,32,33,150,92.1,107,29,5,5,18,8,2823,56.5,355.0,240.31,335.8,DF,1
Konan N'dri,Lecce,"FW,MF",23.0,306,0,0,0.5,0.2,3,1,0,67.2,2,16,22,2,9,6,122,29.0,8.0,20.32,80.2,MF,0
Nathan N'Goumou,Gladbach,FW,24.0,828,2,1,1.9,1.3,17,4,16,73.6,16,30,85,13,24,6,386,83.3,66.0,55.26,253.6,FW,4
Djylian N'Guessan,Saint-Étienne,FW,15.0,181,0,0,0.4,0.1,6,0,1,83.0,9,1,16,0,3,2,80,4.8,13.5,29.6,41.5,FW,0
Stanley N'Soki,Hoffenheim,DF,25.0,1308,0,0,0.1,0.4,22,26,58,85.8,52,10,6,1,3,7,1005,14.7,183.0,124.28,127.5,DF,3
Mickael Nade,Saint-Étienne,DF,25.0,2306,1,2,0.7,0.6,59,33,132,90.0,72,17,2,2,5,7,1665,29.4,382.0,171.3,196.0,DF,1
Bilal Nadir,Marseille,MF,20.0,383,1,0,0.6,0.4,10,4,7,87.3,18,18,25,3,8,7,305,34.7,38.5,56.43000000000001,107.5,MF,0
Mahamadou Nagida,Rennes,DF,19.0,430,2,0,1.5,0.3,8,9,6,77.0,15,22,55,3,6,3,289,41.5,43.0,43.1,171.9,DF,0
Keito Nakamura,Reims,"FW,MF",24.0,2649,11,2,9.1,2.9,24,13,19,74.2,82,90,197,32,84,26,1110,273.2,102.5,225.12,640.0,MF,2
Sebastian Nanasi,Strasbourg,"MF,FW",22.0,2107,6,4,6.5,4.9,20,7,18,79.2,126,53,127,12,28,37,992,130.0,81.0,342.12,432.7,MF,5
Yael Nandjou,Nice,DF,19.0,154,0,0,0.2,0.7,4,4,7,75.8,3,2,9,0,1,2,89,3.4,26.5,18.68,29.9,DF,0
Matija Nastasić,Leganés,DF,31.0,2110,1,0,0.1,0.1,25,21,165,82.6,59,1,0,1,2,2,1128,7.7,339.5,129.56,114.3,DF,1
Natan,Betis,DF,23.0,2175,1,1,0.3,0.6,35,28,123,88.7,52,12,6,4,9,5,1514,30.6,310.5,125.17,181.4,DF,1
Pau Navarro,Villarreal,DF,19.0,916,0,0,0.0,0.0,23,4,41,89.6,40,3,7,0,1,1,668,4.0,115.5,90.46,85.3,DF,0
Roberto Navarro,Mallorca,"MF,FW",22.0,1278,1,0,2.0,1.9,29,19,12,75.5,51,45,85,6,18,13,683,79.0,114.0,134.75,305.8,MF,4
Jesús Navas,Sevilla,"FW,MF",38.0,424,1,0,0.5,0.5,5,4,6,77.5,23,13,48,2,3,10,295,23.0,27.0,70.25,145.0,MF,0
Michel Ndary Adopo,Cagliari,MF,24.0,2409,1,1,1.1,2.3,55,27,25,83.0,106,20,61,4,20,19,1222,51.2,201.5,258.70000000000005,274.2,MF,3
Youssouf Ndayishimiye,Nice,DF,25.0,1932,3,0,0.9,0.2,40,21,117,89.4,86,17,9,4,11,5,1581,44.8,297.5,189.04,201.6,DF,1
Iliman Ndiaye,Everton,FW,24.0,2430,9,0,6.2,1.9,53,20,24,81.8,59,86,122,15,35,18,1084,182.9,182.0,158.88,481.4,FW,4
Junior Ndiaye,Montpellier,FW,19.0,441,0,0,0.5,0.4,3,0,2,71.3,7,5,26,2,5,5,124,14.0,9.0,29.83,71.9,FW,0
Rassoul Ndiaye,Le Havre,MF,22.0,1061,1,0,1.7,0.6,35,12,24,73.7,46,6,30,5,18,10,578,37.9,130.0,116.17,126.8,MF,3
Wilfred Ndidi,Leicester City,MF,27.0,2324,0,5,2.0,1.9,85,31,80,80.3,70,18,75,8,22,17,1400,56.0,352.0,194.23,317.0,MF,1
Wilfried Ndollo,Montpellier,DF,19.0,401,0,0,0.0,0.0,6,7,11,79.5,7,5,18,0,0,1,251,5.0,42.5,23.45,68.6,DF,0
Tanguy Ndombele,Nice,MF,27.0,1131,1,2,2.4,2.4,35,14,9,87.2,61,22,36,2,11,18,611,43.8,111.5,170.92,166.1,MF,3
Cher Ndour,Fiorentina,"MF,DF",20.0,406,0,0,0.1,0.0,4,2,7,81.1,17,12,26,0,4,1,265,16.2,22.5,43.61,96.5,DF,0
Dan Ndoye,Bologna,FW,23.0,2143,8,4,7.0,3.8,26,9,4,73.7,74,132,231,17,50,27,1021,245.5,76.0,219.27,762.1,FW,2
Paul Nebel,Mainz 05,MF,21.0,2345,10,4,5.8,4.1,38,13,30,73.1,91,67,219,18,44,35,1516,179.6,147.0,266.11,690.1,MF,2
Kosta Nedeljković,Aston Villa,DF,18.0,126,0,0,0.0,0.0,7,0,3,88.7,6,1,0,0,0,0,66,1.0,18.5,20.87,8.100000000000001,DF,0
Kosta Nedeljković,RB Leipzig,DF,18.0,479,0,0,0.5,0.3,11,2,14,81.5,16,10,27,0,4,3,283,15.0,47.0,45.55,97.3,DF,0
Loïc Nego,Le Havre,"DF,FW",33.0,2459,0,0,0.8,0.7,58,29,82,75.1,102,64,123,2,11,13,1469,79.6,297.0,233.11,488.9,DF,1
Reiss Nelson,Fulham,FW,24.0,487,1,1,1.1,1.0,8,5,2,86.6,35,45,63,6,12,13,347,71.2,29.0,104.16,228.2,FW,4
Victor Nelsson,Roma,DF,25.0,187,0,0,0.0,0.0,5,2,9,88.3,4,0,0,0,1,0,141,1.0,27.5,16.83,14.1,DF,0
David Nemeth,St. Pauli,DF,23.0,2137,0,1,0.2,0.1,43,18,94,86.4,65,14,5,1,5,3,1338,20.9,263.0,146.44,164.8,DF,3
David Neres,Napoli,FW,27.0,1283,2,4,2.7,3.5,21,7,4,75.7,32,73,143,7,29,26,724,123.9,62.0,133.07,467.9,FW,4
Neto,Bournemouth,GK,35.0,180,0,0,0.0,0.0,0,0,1,64.5,0,0,0,0,0,0,70,0.0,1.5,6.45,7.0,GK,0
Pedro Neto,Chelsea,FW,24.0,2269,4,6,3.5,6.7,23,9,6,78.4,60,126,253,17,59,46,1153,229.5,73.0,234.94,810.3,FW,2
Luca Netz,Gladbach,DF,21.0,969,0,2,0.2,1.9,24,10,36,81.1,28,16,55,0,3,16,666,19.4,122.0,99.81,200.6,DF,3
Manuel Neuer,Bayern Munich,GK,38.0,1980,0,0,0.0,0.5,1,0,9,86.0,10,0,0,0,0,1,956,0.0,15.5,31.6,95.6,GK,0
Florian Neuhaus,Gladbach,MF,27.0,382,0,1,0.6,0.3,10,6,5,83.3,27,10,8,3,9,6,292,24.7,39.5,75.22999999999999,60.2,MF,0
João Neves,Paris S-G,"MF,DF",19.0,1844,3,8,3.0,4.0,63,23,22,91.2,144,35,80,11,28,33,1851,94.5,205.0,382.62,397.6,DF,5
Yvan Neyou,Leganés,MF,27.0,2312,1,1,0.6,0.6,53,26,38,86.4,96,24,30,3,16,13,1379,48.7,215.0,224.94,233.9,MF,3
Cyril Ngonge,Napoli,FW,24.0,216,0,0,0.7,0.4,8,2,4,78.2,8,7,36,6,13,3,145,30.4,26.0,29.52,97.0,FW,0
Mikayil Ngor Faye,Rennes,DF,20.0,688,0,0,0.4,0.0,15,12,30,88.6,35,12,4,3,6,1,617,23.3,99.0,80.36,87.7,DF,0
Steve Ngoura,Le Havre,FW,19.0,289,0,0,1.3,0.4,4,0,2,64.9,8,3,19,2,10,2,106,18.6,11.0,26.69,53.1,FW,0
Moussa Niakhate,Lyon,DF,28.0,2726,0,0,0.1,1.0,47,25,143,90.3,111,34,5,1,2,7,2133,37.7,358.5,244.53,274.3,DF,1
Abdoulaye Niakhate Ndiaye,Brest,DF,22.0,1707,1,0,1.0,0.0,49,11,144,86.4,39,5,4,2,11,1,1203,24.0,336.0,88.14,135.8,DF,1
Ibrahima Niane,Angers,FW,25.0,943,3,1,5.7,1.0,7,2,6,68.4,9,19,50,10,29,9,312,83.4,27.0,44.34,159.7,FW,0
Tanguy Nianzou,Sevilla,DF,22.0,518,0,0,0.2,0.0,7,8,27,90.8,10,4,0,0,2,0,376,6.4,70.5,29.08,43.6,DF,0
Rasmus Nicolaisen,Toulouse,DF,27.0,623,0,1,0.4,0.2,6,10,25,88.1,27,3,2,0,5,2,445,8.8,69.5,69.41,53.0,DF,0
Moritz Nicolas,Gladbach,GK,26.0,1639,0,0,0.0,0.0,0,1,8,84.3,0,0,0,0,0,0,838,0.0,14.0,8.43,83.80000000000001,GK,0
Hans Nicolussi Caviglia,Venezia,MF,24.0,2861,4,2,2.4,2.1,47,28,55,79.3,140,20,22,20,53,29,1739,119.8,232.5,343.73,247.9,MF,5
Julian Niehues,Heidenheim,MF,23.0,154,0,0,0.2,0.1,3,0,8,78.6,6,0,3,1,2,3,106,3.9,18.0,24.66,16.6,MF,0
Saúl Ñíguez,Sevilla,MF,29.0,1553,1,6,2.8,2.5,47,22,34,78.3,66,13,39,9,42,22,904,77.1,189.0,198.33,187.9,MF,3
Eybi Nije,Torino,"FW,MF",19.0,394,1,0,1.5,0.4,5,0,1,66.3,7,10,26,5,9,4,167,32.5,11.5,27.83,83.7,MF,0
Tamás Nikitscher,Valladolid,"MF,DF",24.0,858,0,0,0.1,0.0,17,11,16,91.3,13,2,7,1,2,2,401,5.7,80.0,38.13,57.1,DF,0
Justin Njinmah,Werder Bremen,"FW,MF",23.0,952,3,2,3.7,1.6,6,3,1,61.7,23,33,103,8,31,12,349,92.4,19.5,80.97,290.4,MF,4
Eddie Nketiah,Crystal Palace,"FW,MF",25.0,1034,3,1,5.8,1.7,15,3,12,74.3,19,41,79,16,43,13,412,128.6,54.0,73.03,260.7,MF,4
Niels Nkounkou,Eint Frankfurt,"DF,MF",23.0,382,0,0,0.2,1.3,13,7,15,68.9,15,17,21,0,4,9,295,21.4,62.5,54.29,97.0,DF,0
Christopher Nkunku,Chelsea,FW,26.0,921,3,2,4.8,2.1,12,7,10,89.5,25,17,68,11,25,14,448,77.1,53.0,92.25,206.3,FW,4
Felix Nmecha,Dortmund,MF,23.0,1509,4,1,1.3,1.1,34,23,30,87.9,85,21,27,6,18,14,1083,62.6,159.0,206.09,193.8,MF,3
Lukas Nmecha,Wolfsburg,"FW,MF",25.0,467,3,0,4.5,0.3,2,2,4,63.9,6,8,32,9,20,3,183,59.5,14.0,23.79,94.3,MF,0
Arnaud Nordin,Montpellier,FW,26.0,1166,4,1,4.1,0.9,24,5,7,69.9,23,51,111,11,26,15,499,113.7,68.5,81.19,348.4,FW,4
Brooke Norton-Cuffy,Genoa,"DF,FW",20.0,719,0,0,0.3,0.2,12,3,12,75.2,18,12,21,2,5,2,344,20.6,48.0,47.120000000000005,94.4,DF,0
Tijjani Noslin,Lazio,"FW,MF",25.0,861,2,2,2.0,1.6,6,1,7,75.0,16,13,56,6,19,12,347,51.0,24.5,68.3,166.2,MF,0
Hugo Novoa,Alavés,"DF,MF",21.0,237,0,0,0.5,0.2,8,0,6,76.8,2,7,10,0,1,2,100,9.0,25.0,15.28,40.5,DF,0
Randy Nteka,Rayo Vallecano,FW,26.0,1129,3,0,2.6,0.5,16,4,20,64.6,8,10,44,8,16,9,366,52.2,70.0,37.46,139.6,FW,0
Ernest Nuamah,Lyon,"FW,MF",20.0,1052,3,1,2.2,1.5,21,8,8,79.9,33,44,131,13,28,18,597,104.9,70.0,108.49,387.7,MF,4
Alexander Nübel,Stuttgart,GK,27.0,3060,0,1,0.0,0.3,0,0,18,77.0,0,0,0,0,0,3,1377,0.0,27.0,16.1,137.70000000000002,GK,0
Matheus Nunes,Manchester City,"DF,MF",25.0,1674,1,6,1.2,4.4,35,15,38,86.3,79,63,175,4,9,23,1416,83.4,157.0,232.33,586.1,DF,5
Darwin Núñez,Liverpool,FW,25.0,1133,5,2,5.8,1.3,21,4,12,70.9,27,23,78,13,34,11,366,103.1,68.0,87.49000000000001,227.1,FW,4
Unai Núñez,Athletic Club,DF,27.0,645,0,0,0.2,0.1,10,17,46,87.1,26,2,0,0,1,1,415,3.4,123.0,62.51,44.5,DF,0
Antonio Nusa,RB Leipzig,"MF,DF",19.0,1558,3,3,1.6,2.8,30,8,11,74.2,52,57,123,7,24,20,802,103.7,92.5,158.82,411.7,DF,4
Ethan Nwaneri,Arsenal,"FW,MF",17.0,895,4,2,1.2,1.2,11,2,4,80.5,33,46,113,9,24,16,544,97.9,32.0,107.65,349.4,MF,4
Ørjan Nyland,Sevilla,GK,33.0,2673,0,0,0.0,0.3,3,0,12,63.3,1,0,0,0,0,4,1068,0.0,24.0,15.23,106.8,GK,0
Allan Nyom,Getafe,"DF,MF",36.0,887,1,2,0.5,0.3,18,4,23,79.5,22,5,21,4,9,5,443,24.0,78.5,66.35,93.8,DF,0
Rabby Nzingoula,Montpellier,MF,18.0,1689,1,0,1.0,1.6,64,29,23,76.7,40,25,38,6,19,8,850,58.0,220.5,104.47,198.5,MF,3
M'Bala Nzola,Lens,FW,27.0,1460,6,1,8.6,1.3,5,5,7,75.2,22,26,118,18,47,20,490,135.2,30.5,88.42,324.0,FW,4
Marwann Nzuzi,Saint-Étienne,DF,20.0,125,0,0,0.0,0.1,2,2,6,83.6,2,2,5,1,2,1,72,5.5,17.0,14.16,20.2,DF,0
Christian Nørgaard,Brentford,MF,30.0,2819,5,4,4.3,1.3,79,49,70,81.6,154,14,42,15,39,18,1802,99.1,361.0,359.06,285.20000000000005,MF,1
Jake O'Brien,Everton,DF,23.0,1571,2,0,0.8,0.6,26,4,93,79.6,50,7,25,3,6,6,900,25.1,199.5,118.76,150.5,DF,3
Matt O'Riley,Brighton,MF,23.0,938,2,2,2.8,2.4,16,13,9,76.5,38,22,52,6,21,21,525,63.6,71.5,128.35000000000002,189.5,MF,3
Dara O'Shea,Ipswich Town,DF,25.0,3122,0,2,1.3,0.5,49,33,225,78.2,80,3,8,2,22,3,2022,30.6,501.5,179.82,222.7,DF,1
Adam Obert,Cagliari,DF,21.0,1077,1,1,0.9,0.4,31,23,48,76.9,50,12,19,2,9,10,710,28.8,180.0,126.89,127.0,DF,3
Chidozie Obi-Martin,Manchester Utd,FW,16.0,165,0,0,0.7,0.0,2,0,1,83.3,1,2,12,1,5,0,47,9.9,5.5,10.33,31.7,FW,0
Jan Oblak,Atlético Madrid,GK,31.0,3240,0,0,0.0,0.0,0,0,17,80.5,0,0,0,0,0,0,1005,0.0,25.5,8.05,100.5,GK,0
Lucas Ocampos,Sevilla,FW,30.0,175,0,1,0.2,0.3,3,0,2,71.4,7,5,20,2,4,3,115,12.4,9.0,29.54,59.0,FW,0
Jens Odgaard,Bologna,"MF,FW",25.0,1952,6,1,3.6,1.8,20,9,12,74.8,50,35,99,22,49,16,759,142.2,76.0,139.88,326.4,MF,4
Wilson Odobert,Tottenham,"FW,MF",19.0,850,1,0,1.6,1.0,14,4,5,77.4,27,45,66,4,13,6,381,70.2,43.5,73.74000000000001,237.6,MF,4
David Odogu,Wolfsburg,DF,18.0,195,0,0,0.2,0.0,6,2,25,87.9,8,1,0,0,2,0,143,3.4,53.5,24.79,15.8,DF,0
Tim Oermann,Bochum,DF,20.0,2213,0,2,0.2,0.6,50,22,64,82.4,61,15,16,0,9,7,1172,24.4,240.0,148.54000000000002,171.7,DF,3
Chiedozie Ogbene,Ipswich Town,FW,27.0,238,0,0,0.0,0.1,7,1,3,74.4,0,7,15,0,0,2,70,7.0,20.5,10.740000000000002,47.5,FW,0
Hamzat Ojediran,Lens,"MF,FW",20.0,416,1,0,0.6,0.4,28,10,7,79.9,22,4,2,3,10,2,343,22.7,86.5,56.190000000000005,44.3,MF,0
Noah Okafor,Milan,FW,24.0,414,1,0,1.5,0.3,2,2,1,73.3,12,21,48,7,13,4,163,50.5,9.5,38.23,143.8,FW,0
Caleb Okoli,Leicester City,DF,23.0,1125,1,0,0.6,0.0,25,15,79,86.3,32,3,2,2,4,0,806,14.2,198.5,72.63,89.10000000000001,DF,3
Maduka Okoye,Udinese,GK,24.0,2250,0,0,0.0,0.0,0,0,12,77.6,1,0,0,0,0,0,940,0.0,18.0,9.76,94.0,GK,0
Joseph Okumu,Reims,DF,27.0,1695,1,0,1.0,0.1,30,25,137,81.5,116,18,1,2,12,4,1348,38.0,315.5,246.45,163.8,DF,1
Kazeem Olaigbe,Rennes,"MF,FW",21.0,299,0,2,0.3,1.9,6,0,0,87.9,18,17,32,2,6,15,176,26.6,12.0,78.99,107.1,MF,0
Olasagasti,Real Sociedad,MF,23.0,857,1,1,0.9,0.8,21,15,10,77.1,38,11,41,2,13,6,512,31.8,87.0,98.11,149.7,MF,3
Ben Old,Saint-Étienne,"FW,MF",21.0,528,0,0,1.0,0.8,7,2,2,74.0,14,16,48,2,11,9,218,32.0,21.0,51.3,141.8,MF,0
Finn Ole Becker,Hoffenheim,MF,24.0,670,0,1,0.1,0.3,11,10,20,82.5,45,3,7,2,4,8,461,10.2,72.0,114.15,64.6,MF,0
Michael Olise,Bayern Munich,"FW,MF",22.0,2334,12,15,9.7,12.0,36,8,16,81.4,184,119,381,36,86,90,1957,314.4,112.0,592.14,1136.2,MF,2
Brian Oliván,Espanyol,DF,30.0,1017,0,1,0.4,1.1,13,10,23,69.2,40,21,57,1,6,15,540,29.3,80.5,115.72,199.5,DF,3
Lucas Oliveira Rosa,Valladolid,DF,24.0,1890,0,1,0.9,2.0,53,28,69,76.5,50,31,74,3,8,13,1076,45.3,265.5,136.15,302.1,DF,1
Mathías Olivera,Napoli,DF,26.0,2370,0,2,1.1,1.7,63,28,74,85.4,126,46,62,2,16,25,1884,67.2,293.0,309.14000000000004,381.4,DF,1
Dani Olmo,Barcelona,"MF,FW",26.0,1212,10,3,6.5,3.0,16,3,11,81.1,81,33,97,15,40,26,797,138.5,54.5,227.11,323.2,MF,4
